policy_id,policy_number,customer_id,agent_id,coverage_id,line_of_business,policy_status,effective_date,expiration_date,policy_term_months,annual_premium,monthly_premium,deductible,coverage_limit,payment_plan,cancellation_date,cancellation_reason,underwriting_score,risk_state,created_date,modified_date
"POL0002161","PC-HOM-927350","CUST001458","AGT00199","COV014","Homeowners","Cancelled","2018-03-08","2019-03-03",12,3797.94,316.50,1000.00,250000.00,"Quarterly","2018-08-06","Fraud Suspected",,"MO","2018-03-08","2020-01-14"
"POL0002162","PC-COM-179762","CUST001009","AGT00119","COV034","Commercial","Expired","2019-06-18","2021-06-07",24,12049.12,1004.09,2500.00,50000.00,"Monthly",,,,"CA","2019-06-18","2021-03-31"
"POL0002163","PC-AUT-454904","CUST000088","AGT00180","COV007","Auto","Active","2021-07-20","2022-07-15",12,2257.45,188.12,5000.00,500000.00,"Annual",,,"491.0","IL","2021-07-20","2022-04-09"
"POL0002164","PC-AUT-339968","CUST000140","AGT00164","COV005","Auto","Expired","2020-05-26","2021-05-21",12,6555.62,546.30,5000.00,1000000.00,"Semi-Annual",,,"810.0","FL","2020-05-26","2021-11-06"
"POL0002165","PC-HOM-699146","CUST001588","AGT00198","COV011","Homeowners","Expired","2019-09-23","2020-03-21",6,6378.08,531.51,1000.00,500000.00,"Semi-Annual",,,"896.0","TN","2019-09-23","2021-02-22"
"POL0002166","PC-AUT-980901","CUST000494","AGT00101","COV007","Auto","Suspended","2018-08-13","2019-08-08",12,2369.89,197.49,250.00,50000.00,"Monthly",,,"563.0","CO","2018-08-13","2020-07-03"
"POL0002167","PC-AUT-441668","CUST000948","AGT00007","COV002","Auto","Active","2019-01-24","2020-01-19",12,5928.72,494.06,2500.00,500000.00,"Quarterly",,,,"AK","2019-01-24","2020-06-22"
"POL0002168","PC-AUT-352429","CUST000439","AGT00168","COV010","Auto","Active","2022-09-15","2024-09-04",24,2032.99,169.42,500.00,500000.00,"Quarterly",,,"433.0","AK","2022-09-15","2024-07-02"
"POL0002169","PC-AUT-740426","CUST001485","AGT00200","COV004","Auto","Active","2021-11-14","2022-05-13",6,7201.94,600.16,1000.00,250000.00,"Monthly",,,"423.0","TN","2021-11-14","2023-03-02"
"POL0002170","PC-AUT-557013","CUST001027","AGT00111","COV002","Auto","Active","2019-06-06","2020-05-31",12,896.14,74.68,5000.00,50000.00,"Monthly",,,"427.0","KY","2019-06-06","2020-05-11"
"POL0002171","PC-AUT-717394","CUST001861","AGT00138","COV009","Auto","Suspended","2018-04-27","2018-10-24",6,4444.67,370.39,250.00,100000.00,"Quarterly",,,"805.0","CA","2018-04-27","2019-10-20"
"POL0002172","PC-AUT-517216","CUST000341","AGT00187","COV003","Auto","Active","2022-07-09","2023-07-04",12,4208.33,350.69,1000.00,500000.00,"Monthly",,,"561.0","KY","2022-07-09","2022-09-19"
"POL0002173","PC-AUT-941142","CUST001051","AGT00067","COV007","Auto","Expired","2020-10-26","2021-10-21",12,907.85,75.65,250.00,1000000.00,"Quarterly",,,"964.0","NV","2020-10-26","2021-03-04"
"POL0002174","PC-HOM-436900","CUST001707","AGT00084","COV018","Homeowners","Pending Renewal","2020-02-15","2021-02-09",12,4772.29,397.69,250.00,50000.00,"Monthly",,,"402.0","CO","2020-02-15","2021-03-10"
"POL0002175","PC-AUT-251602","CUST000479","AGT00085","COV002","Auto","Expired","2019-03-01","2020-02-24",12,568.37,47.36,500.00,500000.00,"Monthly",,,"724.0","AK","2019-03-01","2020-11-27"
"POL0002176","PC-COM-641392","CUST000591","AGT00175","COV029","Commercial","Suspended","2022-06-03","2024-05-23",24,43622.27,3635.19,5000.00,50000.00,"Annual",,,"821.0","GA","2022-06-03","2023-12-26"
"POL0002177","PC-AUT-718902","CUST001620","AGT00184","COV002","Auto","Active","2022-08-10","2023-08-05",12,2517.99,209.83,2500.00,250000.00,"Annual",,,"907.0","TN","2022-08-10","2024-03-11"
"POL0002178","PC-COM-173621","CUST000852","AGT00028","COV021","Commercial","Active","2021-02-03","2022-01-29",12,24263.49,2021.96,250.00,250000.00,"Quarterly",,,,"NE","2021-02-03","2022-11-17"
"POL0002179","PC-COM-632416","CUST000653","AGT00174","COV021","Commercial","Active","2021-01-08","2021-07-07",6,2896.14,241.34,250.00,1000000.00,"Semi-Annual",,,"883.0","KY","2021-01-08","2021-09-21"
"POL0002180","PC-HOM-225099","CUST000161","AGT00057","COV018","Homeowners","Expired","2021-11-01","2022-04-30",6,7854.58,654.55,250.00,100000.00,"Semi-Annual",,,"425.0","OH","2021-11-01","2023-06-07"
"POL0002181","PC-AUT-901924","CUST001340","AGT00074","COV007","Auto","Active","2018-04-16","2019-04-11",12,3425.99,285.50,1000.00,500000.00,"Semi-Annual",,,"603.0","HI","2018-04-16","2019-08-07"
"POL0002182","PC-AUT-771591","CUST000083","AGT00199","COV003","Auto","Suspended","2021-05-05","2021-11-01",6,7770.60,647.55,2500.00,100000.00,"Quarterly",,,"720.0","PA","2021-05-05","2022-03-30"
"POL0002183","PC-HOM-530009","CUST001264","AGT00139","COV018","Homeowners","Suspended","2021-10-08","2022-04-06",6,3910.73,325.89,250.00,100000.00,"Quarterly",,,"845.0","NC","2021-10-08","2022-07-31"
"POL0002184","PC-COM-457490","CUST001022","AGT00195","COV029","Commercial","Expired","2019-03-28","2021-03-17",24,40464.68,3372.06,1000.00,500000.00,"Monthly",,,"866.0","FL","2019-03-28","2019-05-09"
"POL0002185","PC-AUT-524753","CUST001207","AGT00125","COV007","Auto","Active","2019-04-21","2021-04-10",24,3820.40,318.37,500.00,50000.00,"Annual",,,"643.0","CA","2019-04-21","2021-01-01"
"POL0002186","PC-AUT-659426","CUST001762","AGT00177","COV002","Auto","Cancelled","2021-06-13","2021-12-10",6,5453.08,454.42,2500.00,1000000.00,"Semi-Annual","2021-09-10","Insured Request","649.0","WA","2021-06-13","2022-05-04"
"POL0002187","PC-AUT-462668","CUST000288","AGT00088","COV002","Auto","Active","2022-09-27","2023-09-22",12,6039.69,503.31,250.00,100000.00,"Monthly",,,"793.0","FL","2022-09-27","2023-03-21"
"POL0002188","PC-AUT-340584","CUST000537","AGT00078","COV009","Auto","Active","2021-06-13","2022-06-08",12,3469.38,289.12,5000.00,1000000.00,"Monthly",,,"961.0","TX","2021-06-13","2022-05-18"
"POL0002189","PC-AUT-814649","CUST001508","AGT00022","COV001","Auto","Active","2021-01-24","2022-01-19",12,7592.22,632.69,500.00,1000000.00,"Monthly",,,"877.0","NV","2021-01-24","2021-04-27"
"POL0002190","PC-HOM-181025","CUST001239","AGT00151","COV018","Homeowners","Active","2019-08-07","2021-07-27",24,5364.97,447.08,500.00,1000000.00,"Monthly",,,"876.0","PA","2019-08-07","2021-05-18"
"POL0002191","PC-COM-366517","CUST001709","AGT00200","COV026","Commercial","Pending Renewal","2022-04-21","2022-10-18",6,66958.71,5579.89,5000.00,50000.00,"Monthly",,,"771.0","TX","2022-04-21","2023-10-05"
"POL0002192","PC-COM-293643","CUST000319","AGT00019","COV021","Commercial","Active","2018-06-14","2018-12-11",6,32175.03,2681.25,2500.00,100000.00,"Quarterly",,,,"CA","2018-06-14","2019-07-22"
"POL0002193","PC-AUT-721871","CUST001571","AGT00101","COV004","Auto","Pending Renewal","2019-09-27","2020-09-21",12,1877.78,156.48,2500.00,1000000.00,"Quarterly",,,"739.0","TX","2019-09-27","2020-01-08"
"POL0002194","PC-AUT-356722","CUST000531","AGT00027","COV003","Auto","Cancelled","2021-05-17","2023-05-07",24,2085.25,173.77,5000.00,250000.00,"Semi-Annual","2021-09-28","Underwriting","657.0","NM","2021-05-17","2022-09-01"
"POL0002195","PC-AUT-145984","CUST001097","AGT00075","COV009","Auto","Cancelled","2018-11-01","2019-10-27",12,7676.35,639.70,500.00,50000.00,"Monthly","2019-04-01","Non-Payment","762.0","CA","2018-11-01","2019-08-26"
"POL0002196","PC-HOM-570476","CUST001419","AGT00083","COV014","Homeowners","Active","2018-03-10","2018-09-06",6,1782.44,148.54,2500.00,500000.00,"Monthly",,,"702.0","PA","2018-03-10","2019-06-29"
"POL0002197","PC-AUT-828207","CUST000896","AGT00136","COV004","Auto","Cancelled","2021-03-02","2022-02-25",12,946.57,78.88,500.00,1000000.00,"Quarterly","2021-10-29","Move Out of State","686.0","MO","2021-03-02","2021-05-28"
"POL0002198","PC-AUT-734277","CUST001071","AGT00154","COV010","Auto","Active","2021-06-02","2021-11-29",6,4362.00,363.50,2500.00,1000000.00,"Semi-Annual",,,"487.0","CA","2021-06-02","2022-01-27"
"POL0002199","PC-AUT-353682","CUST000970","AGT00097","COV001","Auto","Cancelled","2020-01-16","2021-01-10",12,8217.43,684.79,500.00,100000.00,"Annual","2020-09-05","Non-Payment","861.0","TX","2020-01-16","2020-06-21"
"POL0002200","PC-AUT-135566","CUST001629","AGT00050","COV010","Auto","Active","2020-06-08","2022-05-29",24,5736.08,478.01,5000.00,50000.00,"Monthly",,,"428.0","OR","2020-06-08","2021-05-24"
"POL0002201","PC-AUT-359140","CUST001033","AGT00200","COV010","Auto","Expired","2021-08-24","2022-08-19",12,4823.05,401.92,250.00,50000.00,"Monthly",,,"963.0","NC","2021-08-24","2023-04-01"
"POL0002202","PC-COM-773660","CUST001703","AGT00073","COV026","Commercial","Expired","2020-01-13","2021-01-07",12,4460.07,371.67,250.00,500000.00,"Annual",,,"731.0","HI","2020-01-13","2020-12-27"
"POL0002203","PC-COM-110731","CUST000677","AGT00164","COV024","Commercial","Active","2018-10-08","2019-10-03",12,5600.95,466.75,250.00,250000.00,"Monthly",,,"744.0","CA","2018-10-08","2019-04-08"
"POL0002204","PC-COM-278498","CUST000743","AGT00172","COV024","Commercial","Suspended","2022-04-17","2022-10-14",6,53317.62,4443.14,5000.00,100000.00,"Semi-Annual",,,"822.0","KY","2022-04-17","2022-04-29"
"POL0002205","PC-HOM-378652","CUST001557","AGT00197","COV014","Homeowners","Cancelled","2020-03-12","2022-03-02",24,7388.52,615.71,1000.00,100000.00,"Annual","2021-02-28","Move Out of State","600.0","FL","2020-03-12","2020-12-08"
"POL0002206","PC-AUT-380735","CUST001184","AGT00054","COV005","Auto","Suspended","2019-07-20","2020-07-14",12,6165.80,513.82,1000.00,250000.00,"Monthly",,,"445.0","HI","2019-07-20","2021-03-10"
"POL0002207","PC-COM-966000","CUST000253","AGT00025","COV022","Commercial","Active","2019-01-29","2020-01-24",12,60285.72,5023.81,250.00,1000000.00,"Annual",,,"566.0","NC","2019-01-29","2020-11-18"
"POL0002208","PC-AUT-903183","CUST001630","AGT00132","COV004","Auto","Pending Renewal","2018-03-15","2020-03-04",24,2627.28,218.94,500.00,1000000.00,"Annual",,,"751.0","IN","2018-03-15","2018-08-01"
"POL0002209","PC-AUT-547716","CUST001619","AGT00131","COV009","Auto","Active","2022-12-03","2023-11-28",12,8070.45,672.54,500.00,100000.00,"Monthly",,,"774.0","WI","2022-12-03","2023-02-15"
"POL0002210","PC-AUT-863572","CUST000501","AGT00180","COV010","Auto","Pending Renewal","2022-06-09","2023-06-04",12,4189.39,349.12,1000.00,1000000.00,"Monthly",,,"896.0","CA","2022-06-09","2022-11-11"
"POL0002211","PC-HOM-118234","CUST000651","AGT00038","COV018","Homeowners","Pending Renewal","2020-01-24","2020-07-22",6,6487.08,540.59,250.00,50000.00,"Monthly",,,"757.0","TX","2020-01-24","2020-12-27"
"POL0002212","PC-AUT-445221","CUST000147","AGT00019","COV007","Auto","Active","2022-08-22","2024-08-11",24,3610.63,300.89,2500.00,50000.00,"Semi-Annual",,,"572.0","CO","2022-08-22","2024-06-17"
"POL0002213","PC-HOM-399335","CUST000478","AGT00055","COV016","Homeowners","Pending Renewal","2020-02-08","2021-02-02",12,7799.41,649.95,500.00,100000.00,"Semi-Annual",,,"641.0","MN","2020-02-08","2020-08-22"
"POL0002214","PC-COM-805314","CUST000988","AGT00060","COV034","Commercial","Active","2022-08-23","2023-08-18",12,69841.39,5820.12,500.00,100000.00,"Annual",,,,"OK","2022-08-23","2023-06-29"
"POL0002215","PC-HOM-512320","CUST001540","AGT00054","COV011","Homeowners","Expired","2018-01-25","2018-07-24",6,3277.84,273.15,500.00,500000.00,"Monthly",,,"680.0","TX","2018-01-25","2019-06-21"
"POL0002216","PC-AUT-590380","CUST001541","AGT00048","COV010","Auto","Active","2020-09-18","2021-09-13",12,2635.97,219.66,250.00,250000.00,"Monthly",,,"668.0","CA","2020-09-18","2021-06-14"
"POL0002217","PC-HOM-811594","CUST001145","AGT00163","COV014","Homeowners","Active","2020-02-25","2021-02-19",12,5567.82,463.98,5000.00,250000.00,"Monthly",,,"744.0","TN","2020-02-25","2021-09-19"
"POL0002218","PC-AUT-554693","CUST001494","AGT00180","COV010","Auto","Suspended","2021-03-28","2022-03-23",12,3352.48,279.37,5000.00,250000.00,"Annual",,,"904.0","CA","2021-03-28","2021-04-22"
"POL0002219","PC-AUT-513417","CUST000935","AGT00061","COV010","Auto","Suspended","2018-04-19","2018-10-16",6,1589.07,132.42,250.00,1000000.00,"Semi-Annual",,,"512.0","CO","2018-04-19","2019-01-14"
"POL0002220","PC-HOM-831928","CUST001040","AGT00003","COV018","Homeowners","Cancelled","2021-04-04","2022-03-30",12,7235.33,602.94,500.00,50000.00,"Monthly","2021-10-21","Fraud Suspected","792.0","CA","2021-04-04","2023-01-26"
"POL0002221","PC-AUT-993525","CUST001706","AGT00040","COV005","Auto","Active","2018-06-12","2019-06-07",12,6315.10,526.26,2500.00,100000.00,"Quarterly",,,"514.0","CA","2018-06-12","2019-11-28"
"POL0002222","PC-HOM-402945","CUST001294","AGT00084","COV019","Homeowners","Expired","2022-04-22","2024-04-11",24,8423.36,701.95,500.00,500000.00,"Quarterly",,,"970.0","CA","2022-04-22","2023-01-30"
"POL0002223","PC-HOM-186339","CUST000950","AGT00147","COV014","Homeowners","Cancelled","2018-03-24","2019-03-19",12,4217.34,351.44,2500.00,250000.00,"Quarterly","2019-03-05","Underwriting","678.0","TX","2018-03-24","2018-07-27"
"POL0002224","PC-HOM-874695","CUST000065","AGT00189","COV011","Homeowners","Active","2018-10-16","2019-10-11",12,6317.86,526.49,5000.00,1000000.00,"Monthly",,,"957.0","WI","2018-10-16","2020-03-26"
"POL0002225","PC-AUT-425125","CUST000082","AGT00018","COV002","Auto","Cancelled","2021-12-09","2022-12-04",12,3248.01,270.67,5000.00,500000.00,"Monthly","2022-11-15","Non-Payment","934.0","TX","2021-12-09","2023-07-09"
"POL0002226","PC-AUT-909155","CUST001848","AGT00164","COV007","Auto","Active","2019-07-25","2020-07-19",12,885.10,73.76,250.00,1000000.00,"Annual",,,"836.0","CA","2019-07-25","2019-12-30"
"POL0002227","PC-COM-425267","CUST001280","AGT00142","COV034","Commercial","Active","2022-01-31","2023-01-26",12,13745.26,1145.44,1000.00,1000000.00,"Monthly",,,"643.0","NC","2022-01-31","2022-11-29"
"POL0002228","PC-COM-294712","CUST000077","AGT00182","COV024","Commercial","Active","2018-12-03","2019-11-28",12,29054.84,2421.24,1000.00,1000000.00,"Monthly",,,"815.0","IN","2018-12-03","2020-04-17"
"POL0002229","PC-AUT-402467","CUST001164","AGT00120","COV007","Auto","Expired","2018-03-12","2019-03-07",12,2073.43,172.79,500.00,500000.00,"Quarterly",,,"458.0","CA","2018-03-12","2019-11-16"
"POL0002230","PC-COM-633465","CUST000101","AGT00097","COV029","Commercial","Expired","2021-03-16","2022-03-11",12,30504.93,2542.08,2500.00,500000.00,"Annual",,,"771.0","NV","2021-03-16","2021-04-02"
"POL0002231","PC-HOM-956572","CUST000259","AGT00192","COV019","Homeowners","Pending Renewal","2021-05-05","2022-04-30",12,3319.39,276.62,250.00,1000000.00,"Monthly",,,"567.0","AK","2021-05-05","2023-02-04"
"POL0002232","PC-AUT-861280","CUST000625","AGT00050","COV005","Auto","Expired","2019-12-06","2020-06-03",6,4456.06,371.34,5000.00,50000.00,"Monthly",,,"823.0","LA","2019-12-06","2020-06-22"
"POL0002233","PC-HOM-243458","CUST000524","AGT00001","COV011","Homeowners","Active","2021-01-23","2022-01-18",12,808.68,67.39,1000.00,250000.00,"Semi-Annual",,,"957.0","NM","2021-01-23","2021-02-16"
"POL0002234","PC-AUT-395248","CUST000707","AGT00109","COV005","Auto","Active","2018-09-15","2019-09-10",12,1154.19,96.18,500.00,500000.00,"Quarterly",,,"915.0","CA","2018-09-15","2020-09-14"
"POL0002235","PC-COM-245807","CUST001482","AGT00050","COV026","Commercial","Cancelled","2021-01-14","2022-01-09",12,4486.09,373.84,500.00,250000.00,"Quarterly","2021-06-15","Underwriting",,"PA","2021-01-14","2021-02-07"
"POL0002236","PC-HOM-964416","CUST001216","AGT00189","COV015","Homeowners","Pending Renewal","2020-01-31","2020-07-29",6,6244.21,520.35,2500.00,100000.00,"Annual",,,"453.0","NC","2020-01-31","2021-11-21"
"POL0002237","PC-AUT-479342","CUST001236","AGT00144","COV003","Auto","Active","2018-08-21","2019-02-17",6,7622.16,635.18,2500.00,50000.00,"Quarterly",,,"547.0","TX","2018-08-21","2020-06-21"
"POL0002238","PC-COM-230244","CUST001798","AGT00175","COV021","Commercial","Active","2021-08-09","2022-08-04",12,24871.69,2072.64,5000.00,1000000.00,"Quarterly",,,"431.0","KY","2021-08-09","2022-01-23"
"POL0002239","PC-COM-225100","CUST000885","AGT00106","COV021","Commercial","Active","2018-10-14","2019-10-09",12,37741.86,3145.16,5000.00,100000.00,"Monthly",,,"785.0","LA","2018-10-14","2020-02-29"
"POL0002240","PC-COM-916610","CUST001009","AGT00032","COV021","Commercial","Active","2018-04-04","2019-03-30",12,34925.96,2910.50,250.00,50000.00,"Monthly",,,"616.0","CO","2018-04-04","2019-01-07"
"POL0002241","PC-HOM-482145","CUST001292","AGT00031","COV013","Homeowners","Active","2019-06-19","2020-06-13",12,7391.13,615.93,5000.00,1000000.00,"Monthly",,,"616.0","NC","2019-06-19","2020-03-28"
"POL0002242","PC-HOM-751037","CUST000493","AGT00109","COV019","Homeowners","Expired","2022-09-07","2023-09-02",12,4969.96,414.16,5000.00,50000.00,"Annual",,,"864.0","NM","2022-09-07","2024-07-05"
"POL0002243","PC-AUT-556617","CUST000154","AGT00064","COV009","Auto","Suspended","2020-03-08","2021-03-03",12,3583.12,298.59,250.00,1000000.00,"Monthly",,,"588.0","TX","2020-03-08","2021-11-08"
"POL0002244","PC-COM-630906","CUST001385","AGT00089","COV026","Commercial","Active","2020-02-22","2021-02-16",12,23371.75,1947.65,250.00,500000.00,"Monthly",,,"710.0","TX","2020-02-22","2021-05-03"
"POL0002245","PC-AUT-414075","CUST000966","AGT00098","COV007","Auto","Cancelled","2022-05-24","2023-05-19",12,2800.70,233.39,1000.00,50000.00,"Monthly","2022-12-08","Insured Request","700.0","OH","2022-05-24","2022-12-11"
"POL0002246","PC-AUT-286833","CUST001122","AGT00068","COV002","Auto","Active","2018-12-31","2019-12-26",12,5822.57,485.21,5000.00,50000.00,"Semi-Annual",,,"878.0","TX","2018-12-31","2020-04-05"
"POL0002247","PC-AUT-197948","CUST001008","AGT00050","COV007","Auto","Expired","2019-09-05","2020-08-30",12,469.06,39.09,1000.00,100000.00,"Semi-Annual",,,"702.0","NY","2019-09-05","2020-08-09"
"POL0002248","PC-AUT-962160","CUST000652","AGT00193","COV001","Auto","Active","2021-06-02","2022-05-28",12,5627.75,468.98,2500.00,50000.00,"Semi-Annual",,,"794.0","WI","2021-06-02","2023-03-28"
"POL0002249","PC-COM-638476","CUST001631","AGT00060","COV025","Commercial","Cancelled","2019-09-21","2020-09-15",12,11660.69,971.72,250.00,100000.00,"Annual","2020-08-27","Underwriting","549.0","CA","2019-09-21","2020-05-10"
"POL0002250","PC-AUT-180961","CUST001476","AGT00025","COV010","Auto","Cancelled","2020-03-25","2022-03-15",24,3385.33,282.11,2500.00,500000.00,"Monthly","2021-03-19","Insured Request","814.0","CA","2020-03-25","2020-04-05"
"POL0002251","PC-AUT-496076","CUST000764","AGT00035","COV002","Auto","Active","2019-10-18","2020-04-15",6,5297.27,441.44,2500.00,500000.00,"Annual",,,"455.0","TX","2019-10-18","2020-01-10"
"POL0002252","PC-HOM-205377","CUST001998","AGT00133","COV013","Homeowners","Pending Renewal","2018-04-23","2020-04-12",24,4556.81,379.73,2500.00,100000.00,"Quarterly",,,"401.0","CA","2018-04-23","2018-05-06"
"POL0002253","PC-AUT-636029","CUST000430","AGT00057","COV002","Auto","Cancelled","2021-04-13","2021-10-10",6,5128.75,427.40,5000.00,100000.00,"Monthly","2021-08-31","Non-Payment",,"PA","2021-04-13","2021-12-18"
"POL0002254","PC-HOM-637892","CUST000924","AGT00138","COV014","Homeowners","Expired","2022-05-19","2024-05-08",24,8360.91,696.74,500.00,500000.00,"Quarterly",,,"520.0","TX","2022-05-19","2024-01-29"
"POL0002255","PC-AUT-219506","CUST001270","AGT00168","COV004","Auto","Cancelled","2020-08-10","2021-02-06",6,3902.37,325.20,2500.00,1000000.00,"Quarterly","2020-10-29","Non-Payment","842.0","HI","2020-08-10","2021-08-14"
"POL0002256","PC-HOM-617824","CUST000991","AGT00068","COV012","Homeowners","Active","2021-01-31","2022-01-26",12,8086.47,673.87,1000.00,50000.00,"Monthly",,,"750.0","TX","2021-01-31","2022-02-17"
"POL0002257","PC-AUT-343697","CUST000355","AGT00062","COV002","Auto","Active","2019-06-29","2020-06-23",12,5645.49,470.46,250.00,250000.00,"Quarterly",,,"861.0","CA","2019-06-29","2021-06-07"
"POL0002258","PC-COM-121613","CUST001690","AGT00189","COV024","Commercial","Active","2021-10-09","2022-04-07",6,46898.08,3908.17,500.00,500000.00,"Monthly",,,"838.0","FL","2021-10-09","2021-11-06"
"POL0002259","PC-HOM-235629","CUST001680","AGT00133","COV015","Homeowners","Active","2019-10-16","2020-10-10",12,8044.63,670.39,2500.00,100000.00,"Annual",,,"424.0","HI","2019-10-16","2021-09-13"
